gene_id	control_1	control_2	control_3	control_4	control_5	control_6	treatment_1	treatment_2	treatment_3	treatment_4	treatment_5	treatment_6
#N/A	9.3	9.36	7.17	8.17	7.26	5.68	16.48	17.07	6.39	6.06	15.2	18
#N/A	189.82	208.56	24.36	25.73	218.45	183.47	143.23	140.98	40.45	32.81	102.23	90.09
#N/A	34.49	32.99	11.38	11.04	96.86	84.69	35.87	30.01	4.14	4.56	51.26	49.89
#N/A	0.21	0.49	1.81	1.49	0.97	1.11	0.14	0.5	1.14	0.75	1	0.57
#N/A	108.47	117	72.57	75.33	69.83	65.81	94.68	83.8	56.25	56.55	55.61	60.72
#N/A	41.03	44.2	0.2	0.64	22.27	18.1	14.11	15.39	0.2	0.21	34.82	34.29
#N/A	6.93	7.31	3.18	3.3	7.09	2.47	5.85	4.12	5.64	4.7	9.93	8.78
#N/A	27.47	22.77	21.07	16.74	16.78	16.77	32.23	29.22	4.92	6.47	64.77	74.94
#N/A	4.66	5.58	24.85	18.81	6.74	7.82	8.3	7.18	15.73	15.45	7.76	6.75
#N/A	3.64	2.79	8.47	8.13	3.82	3.19	3.55	3.24	3.33	3.02	2.24	2.34
#N/A	14.83	16.83	7.51	4.46	102.09	93.4	18.75	24.93	13.59	9.16	48.98	41.71
#N/A	1.97	1.34	0.32	0.51	0.66	1.33	3.75	4.43	1.6	0.33	1.35	1.01
#N/A	27.51	26.03	3.28	2.54	10.92	13.62	22.5	18.76	5.93	4.88	11.87	11.66
#N/A	2.74	1.13	0.27	0.44	24.11	23.96	1.54	2.82	0.7	0.33	11.05	9.48
#N/A	48.67	56.25	14.18	6.57	28.86	22.1	34.06	29	11.23	7.27	13.78	11.86
#N/A	46.76	49.54	0.42	0.66	19.15	13.78	18.08	19.22	0.21	0.43	1.76	2.63
#N/A	7.53	5.65	4.54	3.03	10.49	2.26	4.65	6.09	2.07	3.74	1.15	2.53
#N/A	6.69	6.59	1.23	0.7	5.55	5.83	8.47	6.72	0.75	1.89	5.73	6.8
#N/A	15.45	14.51	10.96	15.88	10.01	8.17	27.91	23.86	4.24	3.97	14.91	23.34
#N/A	15.37	17.81	11.97	13.71	12.16	14.51	25.08	23.84	8.04	11.78	13.48	11.59
#N/A	17.58	19.56	11.02	10.25	23.29	20.02	20.71	23.55	13.74	17.82	27.34	24.14
#N/A	152.46	146.66	288.34	286.04	131.93	115.79	375.81	397.26	162.65	193.48	770.07	812.9
#N/A	60.84	67.28	80.26	76.43	83.22	96.4	77.39	71.72	68.67	61.45	135.85	139.92
#N/A	0.31	0.93	1.12	2.02	2.44	0.92	0.92	0.62	3.11	1.72	0.53	0.63
#N/A	5.09	5.86	2.97	2.62	6.17	2.06	6.34	6.33	1.65	1.01	1.75	3.14
#N/A	6.57	4.65	3.92	2.78	5.04	7.19	5.26	5.29	9.51	10.3	9.34	8.6
#N/A	1.01	0.69	0.28	0.42	1.6	0.25	0.89	0.87	0.11	0.43	0.74	0.61
#N/A	1.69	1.98	3.15	3.01	3.02	2.88	0.54	0.4	3.28	1.55	13.11	13.73
#N/A	5.33	2.99	24.82	21.59	6.33	7.34	7.61	7.76	13.53	14.25	4.15	3.02
#N/A	15.62	12.57	1.51	0.67	51.34	60.64	15.62	14.16	3.04	3.99	20.78	20.36
#N/A	40.45	42.86	10.73	7.88	27.33	27.59	22.78	20.36	61.72	62.37	68.42	68.61
#N/A	0.52	0.55	0.48	0.31	1	0.81	1.47	1.94	0.44	0.74	1.56	2.1
#N/A	2.77	3.63	1.93	1.22	2.4	4	3.29	0.82	1.16	2.76	2.04	2.85
#N/A	1.68	2.8	1.22	1	3.15	3.03	3.97	6.53	1.52	1.08	2.67	2.25
#N/A	54.45	53.85	0.91	1.54	77.09	80.18	79.4	81.92	0.73	0.58	21.83	20.77
#N/A	0.4	0.7	0.1	0.31	0.5	0.5	0.82	0.92	0.19	0.3	2.24	2.34
#N/A	2.38	4.48	4.95	5.76	4.46	4.45	11.61	7.74	1.65	2.03	3.15	2.09
#N/A	19.14	21.51	1.62	1.37	15.98	14.13	21.11	19.89	15.08	13.02	5.24	5.29
#N/A	8.43	7.45	13.65	14.52	11.84	10.85	9.63	8.74	11.75	12.76	18.12	18.81
#N/A	4.13	6.06	1.78	1.42	1.85	4.16	5.7	9.5	7.13	4.11	3.31	2.82
#N/A	12.82	12.31	4.49	4.7	22.1	22.53	16.56	16.67	6.07	6.16	22.38	20.19
#N/A	51.33	57.46	26.8	30.52	86.33	89.7	66	68.11	42.96	47.49	82.48	86.37
#N/A	0.91	2.39	0.72	0.51	1.48	1.35	3.49	1.19	1.41	1.01	2.19	2.49
#N/A	60.8	62.88	10.84	9.78	56.89	62.53	68.55	65.03	9.11	8.06	42.34	42.49
#N/A	5.3	4.78	1.83	1.64	8.32	10.81	8.42	11.44	1.81	1.64	9.94	10.37
#N/A	1.09	1.66	0.26	0.42	3.71	2.2	1.41	1.41	0.66	1.08	0.98	0.7
#N/A	1.02	1.02	0.49	0.24	1.17	1.64	1.73	2.01	0.6	0.54	1.25	1.67
#N/A	43.01	53.76	6.96	8.43	48.59	36.85	82.81	73.94	4.97	4.42	29.18	26.98
#N/A	2.06	1.16	4.23	2.83	3.01	3.7	0.95	1.43	1.56	0.68	4.72	5.88
#N/A	0.76	0.53	1.52	1.19	1.06	0.13	0.8	1.73	2.22	0.97	11.33	6.84
#N/A	0.88	1.96	2.9	2.17	2.3	2.48	3.46	4.18	1.19	0.87	7.96	8.83
#N/A	40.36	48.07	5.05	9.9	3.97	5.45	29.51	27.14	1.15	1.35	2.98	1.61
#N/A	54.97	48.86	22.38	14.01	64.51	66.92	46.84	51.21	22.53	16.83	25.22	29.2
#N/A	25.24	24.51	27.2	29.93	24.54	28.12	42.05	42.06	38.19	37.15	52.61	50.31
#N/A	4.24	1.35	0.77	1.64	3.48	2.14	3.84	3.02	1.03	1.58	2.45	1.09
#N/A	0.92	0.94	4.04	4.28	0.93	0.93	1.44	1.92	4.04	2.3	2.38	3.79
#N/A	9.93	9.52	3.98	9.43	10.17	14.59	30.41	15.88	3.09	3.86	9.22	5.25
#N/A	155.18	151.81	83.42	91.14	110.19	101.24	173.05	170.56	86.6	84.53	59.49	65.35
#N/A	1.3	3.68	5.7	6.07	12.04	13.08	5.22	6.96	2.91	4.51	8.01	7.16
#N/A	4.07	5.21	2.22	1.54	3.11	3.66	2.17	6.61	0.8	0.96	2.7	2.9
#N/A	1.38	1.02	0.28	0.44	0.87	0.85	1.56	0.97	0.26	0.21	0.87	1.01
#N/A	9.23	6.76	17.06	20.83	8.77	8.32	4.66	6.03	7.25	11.49	4.79	6.81
#N/A	11.64	16.43	21.36	14.98	16.32	20.88	15.42	19.44	19.48	20.6	11.32	10.62
#N/A	0.23	0.23	4.99	3.06	0.81	0.85	0.65	0.57	14.73	15.17	4.14	8.02
#N/A	32.06	32.61	38.47	34.4	43.12	33.32	182.21	179.97	179.07	172.18	207.69	195.51
#N/A	71.7	71.17	33.48	31.11	57.97	68.25	49.56	46.32	48.73	44.05	33.09	35.65
#N/A	35.97	34	24.71	23.34	26.14	34.72	45.76	54.72	57.96	53.62	48.62	61.65
#N/A	8.05	12.49	2.06	4.58	19.25	14.11	19.77	18.45	2.47	1.69	12.22	12.61
#N/A	8.08	6.52	30.17	31.58	21.71	18.87	5.36	7.46	28.35	25.95	9.72	8.98
#N/A	1.02	2.5	8.16	4.11	17.16	13.02	2.55	2.76	2.39	1.63	9.07	9.88
#N/A	28.43	32.81	207.93	213.52	168.71	129.65	47.67	43.6	166.03	161.9	223.31	227.52
#N/A	7.63	8.92	14.95	13.35	7.19	7.32	8.44	6.06	23.97	23.8	15.46	15.41
#N/A	88.47	79.07	26.61	26.4	92.53	110.08	77.21	83.95	12.7	7.76	52.45	54.21
#N/A	0.74	0.76	0.72	2.87	1.5	2.63	3.09	1.93	1.09	0.37	2.68	4.59
#N/A	4.52	3.61	0.5	0.1	5.94	5.67	4.55	4.69	0.25	0.58	5.92	6.7
#N/A	2.42	1.86	18.97	21.85	20.96	16.98	3.44	3	18.51	17.7	12.73	12.9
#N/A	125.83	127.29	5261.99	5148.96	558.71	506.34	182.41	188.82	2084.95	1990.16	272.25	282.61
#N/A	3.26	3.92	0.67	0.15	0.9	1	3.9	3.08	0.87	0.59	0.82	0.3
#N/A	6.83	4.27	3.06	1.62	7.95	16.43	3.81	5.99	4.08	1.57	2.7	4.31
#N/A	0.78	0.29	1.16	0.78	1.03	1.63	0.71	0.19	1.54	2.65	1.4	0.83
#N/A	5.02	1.59	0.3	0.97	3.48	3.48	3.58	4.87	0.3	2.5	2.91	6.11
#N/A	44.69	43.98	26.71	24.02	83.17	102.04	50.17	48.88	41.2	41.64	55.13	58.65
#N/A	118.97	108.09	95.6	91.25	160.6	159.09	111.1	98.14	228.75	209.61	126.58	126.54
#N/A	5.5	5.91	1.88	3.49	4.57	2.61	9.72	6.03	0.31	1.29	5.66	2.32
#N/A	49.92	45.99	6.66	8.25	127.16	108.97	87.73	98.7	80.55	103.44	382.22	387.11
#N/A	38.44	22.35	20.46	12.11	24.91	26.05	47.93	38.93	14.29	16.44	39.65	48.69
#N/A	24.91	25.18	14.57	16.09	22.12	21.7	27.16	27.04	22.38	24.12	16.77	18.22
#N/A	161.17	155.53	181.41	180.49	181.6	146.21	301.31	321.32	432.18	432.36	1785.59	1891.93
#N/A	0.52	2.12	9.36	8.04	9.2	6.57	5.94	5.94	12.9	13.73	945.15	940.42
#N/A	0.83	0.42	2.42	7.69	5.87	1.68	2.58	1.72	5.65	4.96	6.41	7.67
#N/A	61.65	61.24	18.51	18.43	43.59	43.59	65.12	64.12	28.34	28.24	41.15	37.49
#N/A	1.54	1.96	1.9	1.59	1.23	2.66	2	2.2	1.28	2.63	1.16	2.45
#N/A	38.91	45.97	86.55	83.37	39.84	37.3	36.17	41.81	64.87	69.85	53.85	54.04
#N/A	23.47	27.09	7.98	10.74	14.24	12.96	21.63	22.43	9.01	9.52	10.85	12.69
#N/A	3.23	2.8	2.68	1.85	5.56	4.71	1.74	1.99	3.37	3.1	4.19	3.57
#N/A	50.27	38.11	6.2	3.7	23.36	20.93	23.16	20.68	5.43	9.53	8.22	8.19
#N/A	14.54	15.96	5.61	4.91	10.25	12.72	18.11	19.83	5.98	5.84	13.2	14.37
#N/A	4.43	6.22	2.05	1.3	4.46	4.25	8.52	7.85	2.45	1.89	5.21	3.24
#N/A	13.86	8.29	52.03	52.46	6.86	5.76	9.58	13.24	24.03	22.73	9.8	13.4
#N/A	1.05	0.86	0.51	0.16	0.64	0.74	1.64	2.4	0.2	0.1	1.73	1.4
#N/A	2.66	1.47	2.04	1.87	3.62	1.9	2.24	2.01	2.11	3.74	4.24	1.79
#N/A	6.33	5.68	1.81	1.15	3.38	3.01	2.32	4.63	1.81	0.74	4.22	4.2
#N/A	7.59	6.5	5.53	4.2	4.61	6.64	5.43	5.45	3.5	4.03	3.55	2.88
#N/A	16.82	12.23	18.6	18.59	26.35	21.85	10.89	9.98	28.23	27.46	31.45	35.25
#N/A	28.12	28.34	313.98	324.22	5.65	6.94	17.73	16.25	175.22	187.02	0.81	0.96
#N/A	3.69	4.19	8.8	7.42	11.07	8.85	3.37	3.25	34.63	34.12	20.29	21.62
#N/A	15.08	10.74	7.12	11.94	18.47	16.26	33.44	31.82	7.71	10.08	21.08	17.71
#N/A	6.58	8.36	1.6	1.69	4.43	4.43	6.83	10.8	2.13	2.73	7.91	7.32
#N/A	118.82	112.19	2.14	2.5	69.31	65.87	115.36	106.12	1.63	1.72	110.85	112.98
#N/A	379.14	382.7	484.89	484.49	1556.81	1456.67	467.24	475.17	1309.61	1306.65	1164.65	1189.61
#N/A	10.04	7.73	4.43	3.05	9.98	15.96	11.67	6.78	7.98	9.38	9.71	7.65
#N/A	23.93	22.98	9.77	6.85	44.52	29.01	42.59	42.05	27.96	22.94	25.13	19.48
#N/A	0.83	1.2	0.23	0.73	0.84	1.08	2.45	2.45	1.15	0.82	1.46	1.22
#N/A	5.3	5.64	6.21	4.5	5.57	4.22	3.66	3.64	9.74	6.67	2.69	6.18
#N/A	15.62	11.15	54.72	59.84	20.11	17.26	12.9	13.42	87.04	85.38	16.99	20.64
#N/A	1.21	3.29	18.06	17.47	4.49	6.12	3.35	1.68	37.31	32.59	3.75	5.39
#N/A	14.53	13.92	13.31	10.89	12.99	11.73	12.05	12.05	15.73	9.92	13.25	13.64
#N/A	8.87	9.65	4.31	2.93	9.59	8.31	1.97	7.88	4.31	5.67	5.22	3.9
#N/A	16.92	15.16	0.49	0.39	25.19	25.94	7.41	8.06	0.37	0.25	2.97	2.83
#N/A	3.5	1.58	0.38	0.6	3.14	3.14	2.82	2.42	0.76	1.55	1.6	2.4
#N/A	9.2	9.91	3.47	4.24	11.64	13.09	9.82	9.82	3.8	3.62	5.16	4.09
#N/A	0.53	0.9	1.89	1.64	1.07	2.14	1.84	1.65	2.41	2.29	0.91	2
#N/A	22.53	21.81	39.26	37.84	19.25	16.47	102.91	112.47	125.5	116.28	257.79	250.05
#N/A	24.35	29.6	0.36	0.53	11.35	8.86	24.97	24.39	0.14	1.14	5.36	2.77
#N/A	38.16	31.87	16.2	16.08	36.6	46.56	58.53	51.67	10.65	10.91	83.26	62.97
#N/A	6.08	6.18	0.63	0.67	2.19	1.75	6.3	6.08	0.42	0.86	4.02	2.9
#N/A	45.5	40.18	15.05	15.02	30.6	26.73	31.46	40.03	23.07	21.07	42.44	46.51
#N/A	14.63	12.04	1.31	1.04	5.15	7.8	15.17	13.53	1.89	1.87	5.72	6.08
#N/A	8.94	8.7	36.54	35.06	11.65	13.34	7.91	11.39	35.81	35.21	9.97	11.85
#N/A	26.29	27.48	62.38	65.8	56.66	48.62	31.99	35.29	376.1	394.86	208.43	203.56
#N/A	184.11	180.15	47.94	75.47	77.94	62.29	167.3	165	34.25	44.44	4.98	10.55
#N/A	380.94	376.87	616.7	620.56	333.75	313.11	446.32	487.89	682.72	664.02	239.91	259.33
#N/A	15.65	14.12	15.2	19.81	17.66	24.45	12.97	23.25	17.67	26.97	18.73	27.53
#N/A	1.84	1.5	97.58	77.24	3.34	3.34	6.48	5.72	47.54	47.6	6.82	11.33
#N/A	1.07	0.9	0.28	0.26	2.27	1.5	3.43	4	2.31	2.27	5.49	5.72
#N/A	3.59	4.86	0.34	1.23	8.74	11.13	4.7	3.93	0.99	1.11	5.86	4.03
#N/A	13.69	18.19	4.09	1.63	9.22	5.67	26.57	22.56	1.36	0.7	11.57	14.78
#N/A	5.45	5.14	1.97	1.8	5.19	5.26	5.33	4.92	1.44	1.71	3.29	4
#N/A	3.39	4.53	4.5	5.43	24.95	21.03	10.49	8.24	10.88	9.09	6.79	7.02
#N/A	0.46	2.56	0.45	1.77	336.29	268.56	0.95	2.61	1.34	0.46	32.58	32.48
#N/A	15.36	21.46	4.48	8.89	11.24	15.89	25.08	19.9	5.6	10.32	13.05	13.01
#N/A	9.81	10.41	79.6	75.63	42.88	31.11	24.7	30.04	48.19	46.77	41.62	37.4
#N/A	5.59	8.77	15.29	18.03	3.59	5.64	7.37	8.42	4.93	4.55	11.51	9.9
#N/A	24.04	26.26	72.57	63.52	35.12	37.26	24.62	27.59	99.53	91.15	61.01	66.33
#N/A	18.52	7.15	6.94	10.76	19.25	21.36	15.63	15.16	14.97	13.62	19.65	21.18
#N/A	1.68	2.99	11.85	12.01	3.03	3.48	1.92	2.61	8.02	8.37	1.73	1.86
#N/A	48.04	49.76	1.12	2.14	54.33	43.58	224.16	253.3	0.45	1.61	10.23	10.91
#N/A	4.69	5.6	3.52	4.95	4.98	5.48	6.14	5.88	4.79	2.95	3.98	4.31
#N/A	26.78	34.55	24.67	27.48	66.1	61.47	39.39	37.24	53.91	50.54	94.9	89.04
#N/A	20.06	17.9	0.24	0.19	24.82	24.09	16.69	22.72	1.1	0.38	3.68	4.39
#N/A	3.65	3.35	0.53	1.24	3.83	2.73	8.21	11.07	0.26	0.27	5.57	7.78
#N/A	2.65	2.19	0.64	2.56	3.51	4.01	1.72	2.75	1.29	1.98	1.02	1.19
#N/A	50.09	40.76	5.02	4.48	85.54	86.62	47.43	52.27	31.07	30.34	49.61	40.83
#N/A	14.87	18.53	36.25	33.78	18.69	15.57	18.91	23.84	12.81	14.52	13.58	14.69
#N/A	6.33	8.76	25.21	24.35	7.5	6.29	6.95	6.14	13.03	13.35	2.7	4.46
#N/A	7.83	5.81	2.98	3.88	5.6	7.48	7.23	7.72	3.85	3.74	9.35	9.8
#N/A	4.69	3.94	4.36	3.78	5.87	5.46	1.69	3.28	6.54	6.2	6.1	5.45
#N/A	26.93	24.86	97.64	101.43	78.49	90.12	14.16	16.31	257.92	262.53	64.26	63.85
#N/A	19.01	19.17	19.54	20.56	9.3	14.67	22.84	19.15	19.8	17.26	14.32	11.99
#N/A	5.53	3.39	1	1.62	5.85	7.58	4.59	5.2	3.98	4.5	9.36	7.68
#N/A	23.19	22.25	13.34	15.36	18.35	30.23	41.36	38.39	14.57	19.47	45.7	39.02
#N/A	0.53	1.08	4.65	4.93	1.34	0.54	0.28	0.28	6.2	3.18	0.55	0.27
#N/A	1.6	1.08	1.21	0.55	1.08	1.79	1.1	2.02	0.69	0.71	1.28	1.09
#N/A	2.3	2.33	3.9	3.55	0.58	2.32	0.6	0.6	1.67	2.29	0.59	4.72
#N/A	35.08	43.37	11	10.55	55.56	56.43	26.8	28.22	11.12	9.76	17.4	19.33
#N/A	17.47	19.55	8.1	9.85	26.76	27.82	14.34	13.88	9.82	12	16.62	17.38
#N/A	9.42	11.32	0.95	0.8	7.88	7.59	12.14	11.9	0.95	1.08	6.62	5.48
#N/A	0.4	7.55	4.93	6.79	8.68	5.04	6.75	3.38	2.47	1.65	12.36	8.79
#N/A	2.59	4.06	75.02	72	79.14	83.27	5.28	9.01	47.73	45.53	131.96	126.69
#N/A	15.13	16.07	15.26	12.68	19.84	15.53	16.48	17.13	16.34	20.63	13.44	14.51
#N/A	18.68	18.29	3.73	2.15	9.3	9.61	10.95	9.72	4.02	1.97	2.78	2
#N/A	1.55	1.12	0.36	0.78	1.23	1.2	1.78	2.04	0.25	0.12	0.38	0.64
#N/A	2.28	3.46	10.01	6.39	3.77	3.3	2.15	2.31	9.23	12.03	3.51	3.29
#N/A	1.91	6.78	2.31	1.8	5.5	6.25	1.48	1.48	4.16	2.37	0.17	1.96
#N/A	716.61	816.77	11.89	12.81	144.2	115.42	175.46	187.15	17.38	16.3	26.76	35.69
#N/A	26.75	25.87	3.4	4.51	14.86	17.8	23.86	24.33	3.97	4.77	8.54	6.24
#N/A	2.87	4.12	7.17	2.85	1.92	3.85	2.09	2.55	11.72	14.19	4.85	3.55
#N/A	2.73	2.69	1.21	1.02	1.42	1.92	2.66	2.4	1.04	0.99	1.53	1.95
#N/A	1.34	2.36	0.34	0.57	4.09	2.98	5.15	3.29	6.83	9.33	47.03	42.93
#N/A	14.54	12.07	37.59	34.45	152.02	141.08	16.76	15.68	61.46	58.21	37.92	34.29
#N/A	12.63	11.09	10.12	12.22	11.61	13.15	16.04	15.59	7.22	6.81	19.56	19.29
#N/A	6.31	6.88	5.76	2.47	21.13	21.25	10.99	13.12	3.39	1.72	47.66	49.83
#N/A	44.48	42.27	21.58	21.29	26.43	33.32	60.73	53.37	20.29	22.36	32.94	34.98
#N/A	10.24	9.58	15.45	13.32	9.25	7.07	10.34	11.73	11.52	9.39	13.6	13.55
#N/A	1.41	4.66	40.48	33.25	4.28	3.21	2.56	1.83	4.12	3.16	5.09	6.89
#N/A	74.87	84.18	40.65	42.54	74.24	71.14	69.36	66.41	44.62	39.59	57.83	55.3
#N/A	6.14	6.58	37.4	41.71	4.88	7.59	17.36	16.98	25.52	28.98	13.11	13.41
#N/A	19.78	20.55	4.9	5.37	19.49	22.8	23.29	23.09	9.44	10.12	14.08	18.58
#N/A	5.43	4.81	451.47	453.43	4.21	3.44	10.08	6.14	474.75	485.93	1.8	3.39
#N/A	69.89	66.62	32.61	34.9	75.45	67.12	77.82	79.63	29.68	33.34	106.36	111.61
#N/A	1.29	2.18	0.83	1.33	5.21	3.03	2.23	3.12	1.25	1.71	1.33	2.21
#N/A	54.8	58.98	27.14	24.47	55.55	55.23	45.98	43.35	72.94	80.29	57.98	55.13
#N/A	0.87	0.88	0.84	1.34	0.22	0.44	1.12	0.9	0.21	0.43	0.67	1.78
#N/A	14.37	13.61	3.23	2.5	9.5	9.21	14.59	15.74	4.65	5.27	6.48	6.22
#N/A	22	18.73	2.12	4.28	16.61	15.6	21.58	19.31	2.89	1.78	9.39	7.93
#N/A	2.81	3.51	1.03	0.59	5.89	4.03	7.69	6.14	0.37	1.38	2.63	2.08
#N/A	57.2	54.78	63.81	64.32	84.13	84.56	84.69	83.2	97.88	86.45	110.56	107.77
#N/A	0.26	0.23	0.11	0.07	0.37	0.42	0.45	0.37	0.04	0.07	0.38	0.33
#N/A	42.47	43.52	35.31	31.99	123.44	114.78	41.66	40.28	38.22	33.86	78.87	74.18
#N/A	47.26	54.57	10.44	14.59	25.16	17.34	33.86	34.74	10.02	11.55	20.36	25.58
#N/A	11.27	10.12	9.86	11.02	7.21	8.53	19.87	19.47	7.3	6.73	10.84	9.84
#N/A	1.53	1.07	0.57	0.18	2.13	2.37	1.95	3.77	0.46	1.87	1.81	2.41
#N/A	10.18	9	0.43	0.34	11.16	13.08	13.82	12.07	0.36	0.44	7.32	5.04
#N/A	8.7	7.72	15.83	17.7	13.1	16.3	9.16	7.87	26.97	25.84	23.4	24.1
#N/A	9.39	11.34	8.53	8.98	8.68	6.43	11.07	12.05	7.65	8.15	3.4	2.82
#N/A	45.33	43.93	30.41	27.46	69.78	60.02	45.45	46.09	58.7	54.74	40.1	34.02
#N/A	16.6	14.46	6.13	5.27	21.77	24.21	19.37	18.5	2.87	3.72	7.96	8.03
#N/A	0.78	1.32	1.89	1.51	1.38	1.38	1.82	1.39	2.07	0.19	1.21	1.2
#N/A	43.46	43.13	57.46	57.76	27.73	30.11	31.05	30.35	48.59	51.67	16.01	14.03
#N/A	70.24	72.48	52.71	51.41	87.3	98.49	75.84	71.55	66.94	64.61	70.35	71.36
#N/A	70.53	76.7	153.56	145.19	150.59	132.77	41.77	50.72	112.39	110.88	76.36	73.3
#N/A	13.27	11.78	5.86	8.58	10.98	13.31	16.12	13.49	8.95	8.5	12.68	10.61
#N/A	0.25	0.42	0.34	0.18	0.17	0.25	0.34	0.72	0.11	0.08	1.3	0.93
#N/A	13.41	20.22	2.94	4.68	17.04	16.59	34.09	28.25	4.2	4.74	19.16	18.21
#N/A	62.11	65.19	24.11	20.39	171.06	193	87.14	90.04	46.03	50.86	176.99	186.35
#N/A	6.01	3.93	4.65	5.99	3.43	6.55	4.8	5.37	6.62	8.48	1.57	7.19
#N/A	25.32	26.88	7.32	5.05	19.53	17.79	46.75	42.45	7.88	7.93	25.05	17.52
#N/A	164.29	175.56	253.9	261.95	361.02	330.32	126.61	127.41	330.9	339.95	200.08	187.41
#N/A	1.64	1.59	0.22	0.12	0.6	0.83	0.85	0.62	0.73	0.3	0.69	0.46
#N/A	3.51	2.97	0.28	1.81	5.91	2.36	6.67	6.37	1.99	2.33	5.42	3.6
#N/A	10.86	12.54	1.92	1.35	6.94	11.53	11.5	16.58	3.11	1.72	11.33	8.82
#N/A	93.1	92.08	33.26	29.67	62.04	55.57	81.38	79.8	29.18	31.92	41.47	41.75
#N/A	10.37	11.01	5.2	5.93	15.78	13.15	24.52	26.09	3.86	4.09	18.93	15.91
#N/A	61.3	67.96	0.56	0.44	19.23	12.86	30.14	25.98	0.7	0.14	3.54	2.79
#N/A	537.1	526.4	154.61	175.69	327.94	358.71	374.68	384.01	189.8	174.74	211.21	215.39
#N/A	3.25	3.78	2.12	3.49	5.25	3.24	4.09	4.1	3.46	3.54	4.33	4.44
#N/A	43.42	44.75	35.56	32.79	30.44	35.21	49.06	48.63	37.49	36.65	43.07	40.78
#N/A	3.92	5.41	108.87	105.32	5.68	6.59	4.15	3.87	69.56	62.83	5.08	6.73
#N/A	182.39	179.26	81	77	124.74	127.63	196.43	193.94	100.47	103.25	134.92	145.05
#N/A	22.06	25.61	9.18	8.51	16.7	18.28	21.23	25.31	19.13	19.6	8.11	20.21
#N/A	61.98	63.38	23.36	23.88	86.49	85.51	54.71	58.25	41.14	38.43	47.22	47.93
#N/A	36.34	39.34	179.23	195.62	29.95	26.21	49.4	46.77	143.65	148.32	66.62	70.27
#N/A	33.74	38.88	22.38	16.72	24.92	35.01	48.06	41.79	20.92	22.66	34.04	37.87
#N/A	293.44	336.38	1.78	2.12	26.85	18.04	91.28	85.07	1.78	2.28	3.78	3.29
#N/A	25.26	23.35	62.28	57.19	26.92	29.69	36.26	37.01	79.69	80.05	78.84	85.1
#N/A	12.68	10.95	1.22	0.27	16.45	15.39	12.85	15.04	0.52	0.51	11.14	7.18
#N/A	8.13	7.8	0.44	3.49	6.64	9.12	9.16	8.9	2	3.4	7.03	10.2
#N/A	26.61	28.19	53.09	47.64	30.59	25.43	32.29	21.13	40.16	38.04	17.21	15.4
#N/A	29.02	26.82	8.3	8.79	21.67	21	20.78	23.84	9.68	11.01	16.81	18.66
#N/A	19.85	20.34	7.86	3.62	15.38	15.9	15.47	19.13	15.29	15.06	11.24	10.13
#N/A	10.41	7.05	8.18	9.94	8.5	5.5	16.44	14.38	4.81	6.9	14.29	9.66
#N/A	2.68	2.98	0.45	0.55	1.86	2.03	5.13	4.94	1.75	1.35	4.13	3.25
#N/A	13	11.45	6.87	6.38	22.77	20.48	9.97	11.59	8.74	8.45	3.79	4.4
#N/A	10.68	9.87	4.63	4.63	8.64	11.49	12.63	13.36	3.34	2.99	8.73	7.88
#N/A	3.66	3.96	32.21	40.27	8.37	6.15	3.29	4.55	32.45	30.09	3.77	6.01
#N/A	4.07	5.84	569.2	550.96	7.97	7.87	6.34	6.62	587.25	589.11	22.18	22.4
#N/A	9.03	9.51	11.71	16.8	8.48	7.94	12.14	13.57	12.78	15.24	8.88	10.97
#N/A	19.56	20.4	58.35	56.52	63.56	63.74	44.77	41.15	20.68	39.35	78.03	75.24
#N/A	1.94	2.14	1.16	2.54	1.09	1.7	5.82	3.3	1.69	1.58	1.72	1.79
#N/A	9	7.82	8.11	5.07	10.04	11.93	9.14	10.4	8.66	8.22	11.88	9.44
#N/A	21.42	20.34	7.59	6.03	14.84	19.82	23.85	24.09	10.49	10.2	17.65	17.53
#N/A	6.45	4.85	8.36	8.81	15.49	11.45	4.45	7.12	18.32	18.76	12.29	9.32
#N/A	2.8	4.51	1.13	1.08	4.01	4.48	4.36	3.87	0.97	1.63	3.13	2.4
#N/A	68.11	61.23	11.16	10.79	62.28	76.54	76.6	69.35	18.69	21.43	43.91	45.87
#N/A	35.74	37.8	21.19	17.29	26.51	25.26	50.43	50.37	23.13	24.59	20.61	22.66
#N/A	6.38	8.1	5.29	2.9	8.71	10.22	8.95	7.1	5.29	7.1	13.53	13.38
#N/A	26.27	24.96	1.38	1.25	113.03	99.47	131.6	153.39	1.51	1.16	47.31	53.44
#N/A	0.45	0.92	0.22	0.17	2.63	2.85	0.47	0.35	0.11	0.11	0.12	0.23
#N/A	2.28	0.26	5.31	3.31	13.53	11.68	6.27	6.03	5.9	3.02	4.43	5.41
#N/A	0.82	0.83	1.32	2.52	1.1	0.27	0.85	1.41	3.43	4.06	3.92	1.95
#N/A	152.6	148.75	70.78	58.5	83.61	82.6	109.3	120.43	72.49	63.87	46.23	37.74
#N/A	4.86	5.89	32.49	35.99	2.92	2.92	4.1	3.55	32.23	31.19	6.36	7.03
#N/A	6.83	4.63	1.21	0.83	5.78	5.36	4.46	6.43	1.18	0.34	5.08	2.22
